mean_0.26015,1630514798417,29200,400,0,-5.15,-107.62,105.28,-3.08,51.15,5.02
mean_0.26015,1630514799417,29201,400,1,10.99,-104.6,105.33,-4.32,50.68,7.5
mean_0.26015,1630514800417,29202,400,2,64.26,-97.47,105.69,-8.36,48.38,15.67
mean_0.26015,1630514801417,29203,400,3,96.05,-92.69,105.5,-10.76,47.38,20.64
mean_0.26015,1630514802417,29204,400,4,101.3,-91.61,104.5,-10.92,46.91,20.87
mean_0.26015,1630514803417,29205,400,5,103.89,-85.14,99.52,-10.37,46.79,19.87
mean_0.26015,1630514804417,29206,400,6,102.57,-79.01,92.06,-9.59,47.38,18.33
mean_0.26015,1630514805417,29207,400,7,101.83,-72.54,84.48,-8.64,48.38,16.51
mean_0.26015,1630514806417,29208,400,8,101.36,-69.82,84.27,-8.65,45.85,16.63
mean_0.26015,1630514807417,29209,400,9,101.96,-69.73,84.86,-8.81,44.88,16.84
mean_0.26015,1630514808417,29210,400,10,101.59,-70.3,82.01,-8.42,48.38,16.21
mean_0.26015,1630514809417,29211,400,11,101.97,-75.5,88.59,-9.1,47.75,17.31
mean_0.26015,1630514810417,29212,400,12,103.73,-82.84,96.77,-10.05,46.81,19.27
mean_0.26015,1630514811417,29213,400,13,97.5,-92.83,105.09,-10.89,47.32,20.74
mean_0.26015,1630514812417,29214,400,14,63.55,-97.23,105.32,-8.29,48.36,15.51
mean_0.26015,1630514813417,29215,400,15,10.67,-105.15,105.2,-4.29,50.46,7.46
mean_0.26015,1630514814417,29216,400,16,-5.17,-107.56,105.01,-3.1,51.33,5.01
mean_0.26015,1630514815417,29217,400,17,-5.08,-107.37,104.65,-3.07,50.98,5.11
mean_0.26015,1630514816417,29218,400,18,-0.9,-103.34,106.14,-2.29,39.08,9.41
mean_0.26015,1630514817417,29219,400,19,15.56,-87.51,109.07,0.81,-7.66,26.28
mean_0.26015,1630514818417,29220,400,20,31.6,-72.45,111.61,3.84,-53.64,42.89
mean_0.26015,1630514819417,29221,400,21,33.73,-70.59,112.09,4.21,-58.99,44.95
mean_0.26015,1630514820417,29222,400,22,34.53,-68.35,113.44,0.36,-67.41,35.92
mean_0.26015,1630514821417,29223,400,23,34.84,-62.66,114.8,-9.6,-80.02,15.35
mean_0.26015,1630514822417,29224,400,24,34.33,-59.42,114.41,-18.25,-84.81,-0.11
mean_0.26015,1630514823417,29225,400,25,29.41,-59.79,113.69,-30.12,-82.79,-10.62
mean_0.26015,1630514824417,29226,400,26,25.32,-60.1,112.06,-41.08,-78.49,-20.37
mean_0.26015,1630514825417,29227,400,27,30.6,-52.08,114.4,-12.43,-91.63,15.73
mean_0.26015,1630514826417,29228,400,28,37.35,-51.46,115.87,8.78,-87.96,42.94
mean_0.26015,1630514827417,29229,400,29,37.76,-49.63,116.12,0.18,-93.76,24.82
mean_0.26015,1630514828417,29230,400,30,36.66,-46.66,115.27,-12.99,-97.05,1.05
